title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
Bhunbhun Awaj,भुनभुन आवाज,https://www.thuprai.com/author/yeshu-shrestha/,Yeshu Shrestha,,,100,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,9937664012,9789937664011,,,Nepali
Antarmanka Rangharu,अन्तर्मनका रङ्गहरू,https://www.thuprai.com/author/khima-rijal/,Khima Rijal,,,550,,https://www.thuprai.com/publisher/akshar-creations/,Akshar Creations,"Mental Health Services,Non-fiction","July 08, 2023",,9937945143,9789937945141,,,Nepali
Baba Ko Kaam Gumyo,बाबाको काम गुम्यो,https://www.thuprai.com/author/jennifer-moore-mallinos/,Jennifer Moore-Mallinos,,,375,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937709490,9789937709491,,,Nepali
Gantheulo,गन्थेउलो,https://www.thuprai.com/author/hari-ojha/,Hari Ojha,,,350,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Novels,,1,993733201X,9789937332019,200,150 g,Nepali
"Hamro Kaksha, Hamra Sathi","हाम्रो कक्षा, हाम्रा साथी",https://www.thuprai.com/author/ananta-wagle/,Ananta Wagle,,,150,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,"Picturebook for Children,Poems for Children",,,9937311160,9789937311168,,,Nepali
Parityakta,परित्यक्ता,https://www.thuprai.com/author/bhuwan-dhungana/,Bhuwan Dhungana,,135,275,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Contemporary Fiction,"June 28, 2020",2,9937937817,9789937937818,,100 g,Nepali
Janawarharuko Doud,जनावरहरूको दौड,https://www.thuprai.com/author/dhrub-ghimire/,Dhrub Ghimire,,,35,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Children,Story for Children",,,9993328154,9789993328155,35,,Nepali
Takurama Eklo Manchhe,टाकुरामा एक्लो मान्छे,https://www.thuprai.com/author/bharat-bhurtel/,Bharat Bhurtel,,,350,,https://www.thuprai.com/publisher/jagadamba-prakashan/,Jagadamba Prakashan,Autobiography,2010,,9937822718,9789937822718,320,250 g,Nepali
Chintanshil Gumboot,चिन्तनशील गमबूट,https://www.thuprai.com/author/kim-gumne-koshi/,Kim Gumne (Koshi),,,140,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Picturebook for Children,,,,,,,Nepali
Bacchako Bikasko Bidhi,बच्चाको बिकासको विधि,https://www.thuprai.com/author/doctor-montessori/,Doctor Montessori,,,400,,,,Child Rearing,,2,9937043166,9789937043168,152,200 g,Nepali
Varnamala,वर्णमाला,https://www.thuprai.com/author/aavaas/,Aavaas,,95,,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,Children,,,,,,,Nepali
Gaambesi ka Geet,गामबेसीका गीत,https://www.thuprai.com/author/kshetrapratap-adhikari/,Kshetra Pratap Adhikary,,0,,,https://www.thuprai.com/publisher/not-avail/,Not Avail,"Poetry, Drama & Literature",,,,,,,Nepali
Pattharkatta Jaati ko Adhyayan,पत्थरकट्टा जातिको अध्ययन,https://www.thuprai.com/author/dr-murari-prasad-parajuli/,Dr. Murari Prasad Parajuli,,,130,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Nepali Culture and Customs,,1,993758941X,9789937589413,96,150 g,Nepali
Ghintang Ghisi Twak,घिन्ताङ घिसी ट्वाक,https://www.thuprai.com/author/rupesh-shrestha/,Rupesh Shrestha,,,300,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Poetry,2019,1,9937934222,9789937934220,,,Nepali
Ekalap,एकालाप,https://www.thuprai.com/author/nirmalkumar-thapa/,Nirmal kumar Thapa,,,300,,https://www.thuprai.com/publisher/brosis-publishers-and-distributors/,Brosis Publishers and Distributors,Fiction,September 2018,1,8193450299,9788193450291,205,,Nepali
Mero Ghar Khoi,मेरो घर खोइ,https://www.thuprai.com/author/sraddha-shrestha/,Sraddha Shrestha,,,175,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Story for Children,,,9937515963,9789937515962,,,Nepali
Ansha,अंश,https://www.thuprai.com/author/ujir-magar/,Ujir Magar,,,475,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Maoist Insurgency in Nepal,,,,,,,Nepali
Slakhalan,स्लखलन,https://www.thuprai.com/author/aahuti/,Aahuti,,,175,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,,2,9937890055,9789937890052,120,100 g,Nepali
Chin Malai,चिन मलाई,https://www.thuprai.com/author/lalita-doshi/,Lalita Doshi,,,150,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,993766473X,9789937664738,,,Nepali
Aago ra Pani,आगो र पानी,https://www.thuprai.com/author/balkrishna-sam/,Balkrishna Sama,,,75,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Poetry, Drama & Literature",,,9993328324,9789993328322,,,Nepali
Swatantra Radioko Ek Dashak,स्वतन्त्र रेडियोको एक दशक,https://www.thuprai.com/author/devraj-humagain/,Devraj Humagain,,,200,,https://www.thuprai.com/publisher/martin-chautari/,Martin Chautari,Literary Studies: General,,,9937809436,9789937809436,,,Nepali
Bahunbaad,बाहुनवाद,https://www.thuprai.com/author/arun-baral/,Arun Baral,,,180,,https://www.thuprai.com/publisher/brother-books/,Brother Books,Literature,,,9937912407,9789937912402,,,Nepali
Munni,मुन्नी,https://www.thuprai.com/author/postak-shrestha/,Postak Shrestha,,0,,,https://www.thuprai.com/publisher/lipi-books/,Lipi Books,Fiction,,,,,,,Nepali
Marxwad ra Vishwo Comunist Andolan,मार्क्सवाद र विश्व-कम्युनिष्ट आन्दोलन,https://www.thuprai.com/author/chandradev-joshi/,Chandradev Joshi,,,799,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Non-fiction,,,,,581,,Nepali
Mann,मन,https://www.thuprai.com/author/leeladhwaj-thapa/,Leeladhwaj Thapa,,,455,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Novels,"December 04, 2020",1,9937941415,9789937941419,255,201 g,Nepali
Tai Chup Mai Chup,"तैं चुप, मै चुप: विवेक विसंकेतन माला ८",https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,130,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,"February 05, 2022",,9937313066,9789937313063,,45 g,Nepali
Manchhe ko Mann,मान्छेको मन: एक मानसिक चिकित्सकका भोगाइहरु,https://www.thuprai.com/author/bishwobandhu-sharma/,Dr. Bishwa Bandhu Sharma,,295,485,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Memoirs,"September 14, 2019",1,9937712661,9789937712668,352,311 g,Nepali
Shasan PranaliBahas ra Abyas,शासन प्रणाली: बहस र अभ्यास,https://www.thuprai.com/author/prakash-dahal/,Prakash Dahal,,,895,,https://www.thuprai.com/publisher/inspire-publication/,Inspire Publication Pvt.Ltd,Non-fiction,,,,,464,723 g,Nepali
Jange Sima Khamba ko Gantee,जङ्गे सिमा खम्बाको गन्ती,https://www.thuprai.com/author/buddhi-narayan-shrestha/,Buddhi Narayan Shrestha,,,500,,https://www.thuprai.com/publisher/unknown/,Unknown,Borders of Nepal,2019,1,9937064236,9789937064231,416,350 g,Nepali
Sahasi Penguin,साहसी पेङ्गुइन,https://www.thuprai.com/author/jayalas-andriya/,Jayalas Andriya,,,350,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Sathi,साथी,https://www.thuprai.com/author/surya-prasad-lakoju/,Surya Prasad Lakoju,,,125,,https://www.thuprai.com/publisher/bookart-nepal/,BookArt Nepal,Poems for Children,,,,,,,Nepali
Panchatantraka Pancha Katha,पञ्चतन्त्रका पाँच कथा,https://www.thuprai.com/author/kalpana-pradhan/,Kalpana Pradhan,,,115,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,887638023X,9788876380235,,,Nepali
Satra Saalko Krantiko Samjhana,सत्र सालको क्रान्तिको सम्झना,https://www.thuprai.com/author/krishnabikram-nembang/,Krishnabikram Nembang,,,275,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,History,2019,1st,9937722160,9789937722162,170,150 g,Nepali
Sunkesari Maiya,सुन्केसरी मैँया,https://www.thuprai.com/author/prabha-bhattarai-acharya/,Prabha Bhattarai Acharya,,,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,,,,,Nepali
Indra Jatra,इन्द्र जात्रा,https://www.thuprai.com/author/chudamani-bandhu/,Chudamani Bandhu,,,70,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Children,,,9937102227,9789937102223,,,Nepali
Aadivasi Bidroha ko Itihas,आदिवासी विद्रोहको इतिहास,https://www.thuprai.com/author/rajkumar-dikpal/,Rajkumar Dikpal,,210,399,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,History,2019,1,993771267X,9789937712675,,150 g,Nepali
Nirdosh Derawal,निर्दोष डेरावाल,https://www.thuprai.com/author/bimal-sitoula/,Bimal Sitoula,,,375,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Contemporary Fiction,"March 19, 2022",1,9937541867,9789937541862,,,Nepali
Bikalpako Khoji,विकल्पको खोजी,https://www.thuprai.com/author/durga-prasad-kafle/,Durga Prasad Kafle,,,275,,https://www.thuprai.com/publisher/oriental-publication/,Oriental Publication,Fiction,,,9937593875,9789937593878,,,Nepali
Awijit,अविजित,https://www.thuprai.com/author/Viplob-pratik/,Viplob Pratik,,,400,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Fiction,"August 01, 2017",1,993791017X,9789937910170,369,300 g,Nepali
Subarna ShamsherNistha ko Rajnitik Yatra,सुवर्ण शमशेर: निष्ठा को राजनीतिक यात्रा,https://www.thuprai.com/author/krishna-dharabasi/,Krishna Dharabasi,,,350,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Autobiography: Politics,,,9937866359,9789937866354,296,200 g,Nepali
Kalam ra Jutta,कमल र जुत्ता,https://www.thuprai.com/author/devendra-prasad-upreti/,Devendra Prasad Upreti,,,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,3,9993309095,9789993309093,36,50 g,Nepali
Mero Ma,मेरो म,https://www.thuprai.com/author/krishna-prasad-bhattarai/,Krishna Prasad Bhattarai,,,448,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Biography & Memoirs,"April 30, 2022",,9937746450,9789937746458,227,284 g,Nepali
Yamdutko Aatmasamarpan,यमदूतको आत्मसमर्पण,https://www.thuprai.com/author/sadhana-pratksha/,Sadhana Pratksha,,,325,,https://www.thuprai.com/publisher/unknown/,Unknown,"Fiction,Stories",,,,,,,Nepali
Aghi Aghi Paani Pachhi Pachhi Nani,अघि अघि पानी पछि पछि नानी,https://www.thuprai.com/author/dr-dhruva-kumar-ghimire/,Dr. Dhruva Kumar Ghimire,,,100,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,9937629578,9789937629577,,,Nepali
Laxmi Katha Sangraha,लक्ष्मी कथासङ्ग्रह,https://www.thuprai.com/author/mahakavi-laxmi-prasad-devkota/,Laxmi Prasad Devkota,,,200,,,,Fiction,,,,,190,150 g,Nepali
Jiyara,जियरा,https://www.thuprai.com/author/nayan-raj-pandey/,Nayan Raj Pandey,,,475,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Short Stories,"June 14, 2021",1,9937746175,9789937746175,271,208 g,Nepali
Phurlung,फुर्लुङ,https://www.thuprai.com/author/maheshwor-panta/,Maheshwor Panta,,120,295,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Contemporary Fiction,,,,,,,Nepali
Kamilako Pakheta,कमिलाको पखेटा,https://www.thuprai.com/author/rajendra-bhakta-joshi/,Rajendra Bhakta Joshi,,,165,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Picturebook for Children,,,,,,,Nepali
Mero Madhushala,मेरो मधुशाला,https://www.thuprai.com/author/gagan-singh-thapa/,Gagan Singh Thapa,,,454,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Novels,"May 13, 2017",1,9937916364,9789937916363,320,200 g,Nepali
Sanukajiko Bukhyacha,सनुकाजीको बुख्याचा,https://www.thuprai.com/author/ratna-prajapati/,Ratna Prajapati,,155,225,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,"September 22, 2019",1,9937709199,9789937709194,36,,Nepali
Manuko Maya,मनुको माया,https://www.thuprai.com/author/sabhnam-subba-thapa/,Sabhnam Subba Thapa,,,90,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Picturebook for Children,,,,,,,Nepali
Thangra,थाङ्ग्रा,https://www.thuprai.com/author/pragati-rai/,Pragati Rai,,,475,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Contemporary Fiction,"February 25, 2023",1,9937705800,9789937705806,,235 g,Nepali
Rangalai Jutta,राँगालाई जुता,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,,200,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Stories,,,,,,,Nepali
Mao Tse-tungko Jeevani,माओ त्सेतुङ्गको जीवनी,,,245,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Biography,,,,,192,200 g,Nepali
"Manchhe, Bhainsi ra Muri Chamalko Bhaat","मान्छे, भैँसी र मुरी चामलको भात",https://www.thuprai.com/author/ramesh-bikal/,Ramesh Bikal,,,30,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Children,,,9993327212,9789993327219,,40 g,Nepali
Kaag Kaka,काग काका: विवेक विसंकेतन माला २,https://www.thuprai.com/author/ananta-wagle/,Ananta Wagle,,,130,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Picturebook for Children,"February 05, 2022",1,9937313058,9789937313056,,45 g,Nepali
Sathi Kachhuwa,साथी कछुवा,https://www.thuprai.com/author/kapil-lamichhane/,Kapil Lamichhane,,,120,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Picturebook for Children,,,9937550041,9789937550048,,,Nepali
Nepali Nibandha Ma Samajwadi Yatharthawad,नेपाली निबन्ध मा समाजवादी यथार्थवाद,https://www.thuprai.com/author/sukum-sharma/,Sukum Sharma,,0,,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Social & Cultural History,,,,,,,Nepali
Uklieko Maanchhe,उक्लिएको मान्छे,https://www.thuprai.com/author/bhaktaraj-ranjit/,Bhaktaraj Ranjit,,,500,,https://www.thuprai.com/publisher/ghost-writing-nepal/,Ghost Writing Nepal,Autobiography,2019,1,9937935423,9789937935425,336,300 g,Nepali
Mohandas,मोहनदास,https://www.thuprai.com/author/uday-prakash/,Uday Prakash,,,222,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Novels,,,9937665191,9789937665193,,79 g,Nepali
Aafno Swasthya Aafnai Haatma,आफ्नो स्वास्थ्य आफ्नै हातमा,https://www.thuprai.com/author/dr-aruna-uprety/,Dr. Aruna Uprety,,,190,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Health,,,9937321921,9789937321921,,130 g,Nepali
Pipiree,पिपिरी,https://www.thuprai.com/author/minraaj-basnet/,Minraaj Basnet,,,450,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Nepali Narration,2018,1,,,355,200 g,Nepali
Chepaganda Bata Bhyaguto,चेपागाँडा बाट भ्यागुतो,https://www.thuprai.com/author/melvin-and-gilda-berger/,Melvin And Gilda Berger,,,105,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,8184774443,9788184774443,,,Nepali
Gadyashailiko Rupbigyan,गद्य शैलीको रूपविज्ञान,https://www.thuprai.com/author/dayaram-shrestha/,Dayaram Shrestha,,,240,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Language,,1,,,140,,Nepali
Nepalma Saikshik Prasasanko Bikash,नेपालमा सैक्षिक प्रशासनको विकास,https://www.thuprai.com/author/gopi-nath-sharma/,Gopi Nath Sharma,,,495,,https://www.thuprai.com/publisher/makalu-publication-house/,Makalu Publication House,Teaching Resources & Education,,,,,440,415 g,Nepali
